1,503.707,216.95691,19.568878,41.11145,35.526
1,602.8636,218.46642,19.378601,33.72847,10.066
1,-0.9738505,104.51169,29.597073,79.42081,7.042
1,-6.5216727,488.7634,19.230202,43.09311,6.859
1,-5.9653068,-18.289093,18.133245,43.464226,6.843
1,-12.748218,-39.79707,41.85882,98.51109,6.7
1,65.09642,213.185,33.48127,68.24692,6.479
1,611.7543,-47.844147,40.13916,103.32201,6.049
1,-9.548968,463.58804,38.091164,92.99295,5.981
1,626.73944,487.87567,20.374878,46.18225,5.919
1,627.4131,-17.813562,17.13092,46.20011,5.901
1,-10.552931,144.81638,28.987999,76.12886,5.769
1,200.03664,221.85191,23.874786,30.496048,5.736
1,185.5591,220.38681,20.612259,29.142822,5.732
1,612.85394,456.55542,39.3338,105.05994,5.631
1,162.56277,200.35426,19.554657,39.345276,5.577
1,-5.497508,165.063,19.351059,48.158234,5.508
1,36.734093,211.2532,30.7071,67.51172,5.302
1,579.214,212.3123,17.718506,37.263046,5.236
1,19.233606,204.89513,30.630457,68.52254,5.157
1,2.1043944,145.44489,32.692986,75.64699,5.156
1,530.2734,227.97249,19.143066,32.140213,5.141
1,583.59247,411.747,71.20343,176.2182,5.114
1,512.24927,220.06711,19.331482,38.760864,5.002
1,4.245901,205.3605,37.69809,94.62625,4.948
1,-72.86727,265.78104,200.88019,461.64462,4.925
1,608.6547,215.2192,20.99347,33.92073,4.923
1,-2.0294201,208.40201,27.738234,69.51022,4.919
1,83.964676,202.50084,39.05063,71.57393,4.906
1,617.40576,209.3034,20.371826,39.671448,4.827
1,522.87964,226.25789,19.487366,35.067825,4.82
1,-10.11841,342.36444,28.830343,78.62781,4.802
1,-22.294819,401.00104,78.96805,175.84143,4.793
1,536.3938,311.15027,143.96417,340.47052,4.77
1,-4.832712,183.56277,18.105824,44.38846,4.763
1,155.30058,209.7616,18.526611,33.3255,4.663
1,6.761771,-36.2512,28.656456,80.93524,4.647
1,587.26,214.25334,16.706848,33.893402,4.622
1,-11.736698,94.67908,31.21381,67.03284,4.618
1,-14.501456,153.20981,48.613182,140.28867,4.613
1,595.8582,214.75012,31.486206,51.918854,4.529
1,493.75372,228.13284,237.44592,514.5365,4.513
1,19.510368,-33.318798,31.502209,78.65324,4.404
1,-10.881167,376.65176,28.765,73.35602,4.399
1,170.50032,211.04799,19.002625,29.887207,4.377
1,14.076092,206.27425,50.400257,118.423355,4.301
1,-7.1816206,104.63326,20.932035,44.41282,4.265
1,-5.925607,390.76758,18.72837,47.41992,4.209
1,45.42162,220.4198,31.344082,68.28366,4.204
1,375.28827,207.2107,23.171814,46.366913,4.2
1,178.4943,219.41824,19.250732,28.924408,4.184
1,1.0369313,148.60876,21.4056,51.078903,4.137
1,-6.603676,222.18822,19.353415,45.28041,4.12
1,97.08594,211.34898,24.517166,42.572586,4.083
1,18.191181,116.70321,32.666897,70.57261,4.079
1,-5.839515,342.3883,19.52208,48.578796,4.069
1,-6.951288,218.65631,35.789124,96.24371,4.022
1,173.53677,200.04437,28.011139,45.280396,4.005
1,116.36882,136.27863,31.481659,90.07477,4.005
1,361.4309,368.3079,34.76706,53.053253,3.992
1,554.1852,227.2636,19.328247,30.236374,3.977
1,64.40948,206.72894,21.263985,38.587708,3.974
1,557.45087,384.1001,14.574036,23.805145,3.969
1,596.4787,216.93489,17.724121,33.431778,3.969
1,33.31964,231.80878,21.81269,40.996033,3.958
1,537.63855,228.36057,19.633728,30.554901,3.951
1,-11.8749695,197.89185,29.33602,66.934326,3.935
1,299.37793,185.73975,29.541779,51.983,3.923
1,585.9769,-100.81795,75.308716,234.18031,3.919
2,530.38293,225.45456,21.090515,49.173218,64.161
2,-2.724731,-33.115578,29.863384,78.63067,9.102
2,71.45659,214.33282,25.878769,48.737183,8.702
